"","main_category","state","backers","country","usd_pledged_real","usd_goal_real","date_diff"
"215077",3,0,9,22,261.01,6600,30
"215078",13,1,58,22,5071.69,5000,30
"215100",3,1,13,10,747.14,395.73,14
"215116",6,0,48,22,6754,36000,60
"215121",9,1,18351,22,909057.32,5e+05,36
"215130",2,0,2,6,32.18,8876.76,40
"215137",1,0,3,10,96.43,12363.38,57
"215157",11,1,44,22,3435.4,3323,34
"215171",7,1,59,22,3201.77,3000,30
"215178",12,0,3,22,105,500,15
"215188",7,0,0,17,0,517.92,41
"215209",8,1,55,22,5620,5500,30
"215216",3,0,1,22,50,5000,30
"215235",5,1,1300,22,81294.02,50000,31
"215254",7,0,7,22,144,35000,30
"215260",11,1,62,22,9321,8500,49
"215261",3,0,8,22,165,2500,30
"215264",11,3,0,22,0,4500,30
"215271",11,1,34,22,3925,3500,30
"215276",11,1,154,22,15091.06,15000,60
"215281",11,1,64,22,4236.04,4000,30
"215285",14,3,41,22,1914,40000,30
"215287",13,1,99,22,22540,20000,49
"215288",5,0,6,4,767.56,1089.25,21
"215309",9,3,16,22,805,1000,30
"215316",11,1,174,22,10580,10000,30
"215322",7,1,33,22,2502.22,2500,48
"215341",11,0,11,22,636,3500,45
"215345",1,1,57,22,5718,4500,10
"215355",11,1,27,22,1575,1500,30
"215361",1,0,2,16,20.27,304.12,40
"215382",7,1,36,22,1455,1000,86
"215386",5,0,0,22,0,4600,45
"215387",6,1,214,22,15838,11000,42
"215390",7,0,2,22,110,2500000,60
"215405",3,0,1,22,10,500,45
"215407",13,0,2,22,45,5000,20
"215419",1,0,4,22,100,3500,50
"215446",13,0,0,12,0,11817.96,60
"215472",11,0,11,22,3547,12000,30
"215475",2,0,1,22,25,3000,30
"215502",13,0,0,22,0,15000,30
"215512",7,0,22,20,847.96,11694.4,45
"215517",15,1,80,10,5892.72,5184.97,58
"215523",8,1,13,22,2010,2000,15
"215524",5,1,23,22,2500,2500,30
"215558",7,0,16,22,1500,32500,72
"215562",11,0,68,22,4811.44,8888,30
"215575",11,0,6,22,300,1200,30
"215576",7,0,124,22,14901,87000,35
"215583",7,0,7,10,291.56,6074.15,60
"215589",13,1,8,22,230,200,30
"215594",9,0,34,13,506.4,8528.78,30
"215602",2,1,61,22,1273,1237,30
"215610",8,1,450,2,57675.75,41396.96,30
"215618",13,0,10,22,241,1500,30
"215620",1,1,29,22,1870,1500,21
"215648",2,0,4,22,472,1000,30
"215671",5,0,0,22,0,6500,30
"215689",6,3,119,10,16486.65,46423.82,45
"215698",15,1,94,10,3757.8,3545.09,60
"215704",13,1,165,3,18134.72,11641.99,37
"215707",14,0,2,4,16.01,22105.34,40
"215708",7,1,81,22,4080,4000,30
"215709",7,0,5,22,203.9,3000,60
"215725",11,1,324,22,37426,35000,30
"215729",15,1,79,10,9278.4,8404.35,30
"215736",5,1,1441,22,145826.86,60000,33
"215754",6,1,205,22,7714,1500,30
"215756",1,0,0,22,0,5100,30
"215778",6,0,14,22,2385,12000,30
"215780",11,1,31,22,2181,2000,30
"215791",7,0,0,22,0,500,22
"215792",3,1,17,22,1651,1500,7
"215800",5,3,153,22,50575,50000,45
"215809",7,3,0,17,0,7399.03,30
"215824",13,1,34,22,3401,3000,31
"215827",11,0,0,22,0,95000,35
"215858",9,1,73,22,2463,750,30
"215866",5,0,31,22,3402,10000,45
"215877",7,1,227,22,16945.03,15000,32
"215884",13,0,1,22,20,2031,22
"215895",14,1,342,4,41380.21,38837.97,22
"215899",13,0,0,22,0,3500,30
"215912",14,1,1994,22,799633,1e+05,40
"215938",9,1,3405,4,128879.98,62977.25,30
"215979",13,0,2,22,200,15000,60
"215984",15,1,35,22,2265,2000,45
"216011",1,0,0,22,0,13000,45
"216012",6,3,20,22,795,1500,30
"216023",1,1,41,22,1300,375,30
"216034",6,3,59,22,11156,20000,35
"216036",12,1,34,22,1811,1493,30
"216039",7,1,88,22,5411,5000,35
"216042",2,0,2,22,50,18000,30
"216064",3,0,4,10,107.88,312.7,55
"216083",7,1,106,10,10542.79,9253.96,30
"216086",13,3,151,10,2464.03,3677.64,14
"216102",11,0,1,22,5,17000,30
"216123",13,0,29,4,1369.12,5648.83,30
"216129",7,3,1,22,50,1e+05,60
"216146",14,3,28,22,789,10000,30
"216168",9,0,40,22,2363,45000,33
"216171",12,1,143,22,10840,8000,30
"216179",7,1,50,22,4320,4000,30
"216187",14,1,87,22,10678,5000,60
"216191",15,1,72,22,6277.35,5000,30
"216194",5,0,0,17,0,52850.21,30
"216198",7,3,0,22,0,500,89
"216210",2,0,235,22,11618,17000,35
"216214",11,0,7,22,120,8000,60
"216216",9,0,1,22,1,90000,30
"216222",2,0,3,22,26,1250,36
"216242",14,0,12,22,1305,30000,35
"216256",14,3,2,22,628,30000,30
"216260",7,0,0,22,0,10000,57
"216270",3,1,6,22,3751,1500,30
"216298",13,0,0,22,0,55000,45
"216309",15,1,19,10,2009.16,1951.91,40
"216316",11,0,0,22,0,30000,35
"216320",7,3,0,22,0,3000,34
"216326",13,0,4,22,8,10000,60
"216327",9,0,19,22,3873,120000,29
"216330",7,0,1,22,10,10000,60
"216378",11,0,0,22,0,25000,30
"216391",7,0,1,16,0.54,107101.05,60
"216405",7,1,35,22,2156,2000,65
"216417",14,0,2,22,3,5000,30
"216419",6,1,28,22,466,350,17
"216456",1,1,279,22,12675.43,4250,24
"216458",7,1,119,22,5432,5000,31
"216467",11,3,15,22,504.23,6000,30
"216477",12,0,0,22,0,2400,60
"216484",7,3,1,22,25,3500,29
"216485",5,1,636,22,35600.8,5000,24
"216489",5,3,2,4,43.08,406.4,10
"216490",5,0,4,17,216.99,7632.84,30
"216494",14,0,5,17,67.66,99502.49,60
"216504",11,0,1,22,10,25000,30
"216510",7,0,7,22,260,5500,22
"216528",3,3,0,22,0,500,30
"216548",8,0,3,7,147.16,721.39,30
"216551",8,0,0,22,0,80000,60
"216557",6,3,12,22,253,350,28
"216560",7,1,147,22,21069,20000,61
"216572",9,0,4,10,80.04,7146.12,45
"216585",5,3,2,22,10,5200,17
"216593",2,1,28,22,1201,1000,47
"216613",12,3,0,22,0,5000,90
"216626",12,1,60,22,3510,3000,30
"216628",14,0,0,17,0,37914.21,14
"216648",1,0,0,22,0,30000,30
"216659",14,0,4,12,43.42,301.5,15
"216661",7,0,7,22,301,150000,30
"216682",13,0,5,22,1175,49000,46
"216684",2,1,222,22,12380,6000,60
"216703",1,3,51,22,2055.54,16000,45
"216709",9,1,70,22,2110,1300,30
"216715",1,0,10,22,357,2000,30
"216723",1,0,9,22,680,7500,30
"216731",7,0,0,22,0,70000,30
"216735",2,0,2,22,30,700,60
"216738",11,0,1,22,1,250000,30
"216746",11,1,358,22,18553.64,6000,33
"216758",11,0,3,22,15,2500,30
"216763",14,0,3,2,83.7,1355121.56,20
"216785",14,0,5,22,9,21000,60
"216802",11,0,9,20,285.48,5190.63,30
"216814",1,0,2,22,56,4000,28
"216815",12,0,4,22,61,20000,30
"216820",13,0,0,22,0,5000,30
"216874",7,1,192,22,12648,7500,30
"216891",1,3,52,22,2470,900,17
"216893",13,1,935,20,95939.17,47845.75,14
"216896",12,0,8,22,422,5000,14
"216928",7,0,19,22,995,10000,17
"216943",14,3,27,22,18045,25000,30
"216950",11,1,31,22,1200,1000,30
"216952",8,0,229,22,17765,50000,30
"216972",14,0,1,4,0.75,3734.41,30
"216979",14,1,102,22,5291,5000,30
"216983",7,1,134,22,38500,38000,30
"217000",14,0,1,22,1,20000,45
"217005",11,3,1,2,7.57,4540.64,30
"217039",14,1,59,22,29530,19000,30
"217044",13,3,29,22,1095,12000,30
"217050",6,0,2,18,1.71,1183.31,35
"217058",5,0,11,10,232.12,4835.82,30
"217059",5,0,18,19,8659.71,38962.05,46
"217065",11,3,1,22,5,20000,60
"217085",9,3,143,22,2652,10000,35
"217094",14,1,240,22,43084,40000,45
"217097",1,0,4,22,40,1000,28
"217109",13,0,0,2,0,225.73,20
"217110",15,1,35,22,10590,10000,24
"217120",13,1,80,22,6335,3000,30
"217123",14,0,5,22,150,15000,30
"217127",8,1,48,22,2573,2000,30
"217129",13,1,108,22,6120,5000,17
"217139",9,0,4,17,480.59,3247.21,20
"217150",7,0,87,22,9561,115000,34
"217160",14,3,0,22,0,15000,40
"217166",11,0,22,22,1790,20000,30
"217179",10,3,24,22,1415,30000,30
"217184",7,0,13,22,267,4500,60
"217210",7,1,241,22,43995,40000,60
"217212",7,0,1,22,500,1e+05,46
"217222",9,1,437,22,82384,5000,30
"217230",11,0,1,22,100,3600,42
"217231",14,0,1,22,1,25000,30
"217233",15,0,6,22,61,750,46
"217249",13,0,4,22,35,1500,30
"217268",12,0,14,22,1250,12000,40
"217291",12,0,2,22,25,10000,25
"217293",9,0,20,22,112,5000,30
"217296",14,0,20,22,14765,75000,30
"217297",7,1,8,22,285,200,13
"217305",15,0,5,22,186,10000,30
"217315",13,0,0,22,0,15000,60
"217334",13,0,5,4,166.29,399.74,30
"217365",14,0,0,10,0,834.5,30
"217371",6,0,27,22,1337,10000,60
"217372",7,0,1,10,1.6,878.83,30
"217378",9,1,929,22,43831.7,35000,30
"217384",8,0,1,22,1,750,30
"217388",7,0,5,10,197.92,1659.98,30
"217393",6,0,0,22,0,2500,30
"217449",9,0,10,22,758.37,5500,39
"217461",5,1,19,22,1281,1150,27
"217465",13,1,334,22,8981,5000,44
"217483",9,0,382,22,10765,15000,30
"217492",9,1,23,22,331,175,30
"217496",11,1,34,10,635.59,327.14,60
"217506",9,1,41,22,2450,500,32
"217515",7,0,3,4,159.03,33531.33,34
"217530",8,3,23,16,1739.37,13088.02,60
"217542",1,1,51,22,2121,2000,30
"217544",9,0,0,19,0,68930.85,37
"217570",7,3,8,22,695,5000,30
"217571",14,0,4,22,65,11000,30
"217578",9,3,6,3,670.58,19209.28,30
"217585",9,0,1,16,0.96,1011.63,30
"217616",13,0,2,22,50,2700,27
"217621",5,1,95,22,2804,500,46
"217635",5,0,1,22,5,10000,30
"217638",11,0,0,22,0,2500,30
"217654",7,0,1,4,0.77,38526.74,60
"217662",6,0,15,22,747,2000,30
"217663",7,1,101,22,13420,12500,32
"217676",12,0,1,22,5,50000,30
"217681",13,0,9,22,162,2000,23
"217687",7,1,106,22,10025.99,10000,30
"217688",8,0,1,22,1,5000,60
"217701",6,0,1,22,1,1000,60
"217704",13,1,34,22,1925,1700,30
"217707",11,1,24,22,1525,1500,30
"217713",4,1,45,22,2550,2000,30
"217714",6,0,10,22,173,26414,33
"217715",5,0,5,22,53,25000,35
"217744",7,0,3,10,17.89,2982.4,45
"217753",8,1,14,22,1905,1850,30
"217765",13,3,2,10,4.57,1524.44,30
"217766",14,0,0,22,0,45000,60
"217780",11,1,49,22,4022,4000,30
"217784",14,3,1,22,1,16182,60
"217792",14,0,0,10,0,729.56,30
"217806",1,1,97,4,11198.33,10643.96,31
"217811",1,1,21,22,2560,2500,18
"217814",13,3,5,22,330,5000,45
"217844",7,0,0,22,0,2000,30
"217845",13,1,114,10,2653.85,1149.85,35
"217846",7,0,44,22,7063,1e+05,30
"217855",6,3,10,22,1072,12100,40
"217866",9,0,163,22,6145,10000,30
"217873",7,0,16,22,520,1500,61
"217895",2,1,386,22,44226,8000,30
"217897",13,0,0,10,0,142922.48,30
"217898",11,1,41,22,1186.01,1000,30
"217907",13,0,131,22,1413,10000,30
"217910",13,1,273,4,18420.14,17247.33,30
"217911",14,0,18,4,745.79,13546.06,30
"217914",9,3,1,22,15,12000,30
"217932",11,0,15,2,452.97,1540.71,30
"217952",5,1,90,22,4447,3000,28
"217954",14,0,0,22,0,75000,30
"217957",5,1,125,22,54391,15000,21
"217960",10,0,0,22,0,1e+05,30
"217973",14,3,23,2,908.54,30513.39,40
"217975",1,0,3,22,226,1000,30
"217976",1,0,6,22,467,88000,30
"217987",8,0,27,22,1479,10000,30
"217991",1,1,407,22,13935,12000,21
"217994",11,0,28,22,1626,10000,45
"218013",10,0,0,22,0,150,30
"218025",7,0,2,22,351,30000,30
"218028",8,0,8,22,208,5000,30
"218029",6,0,1,22,299,1500,30
"218037",8,0,0,4,0,3582.69,30
"218051",14,3,0,10,0,21202.61,30
"218057",9,0,4,22,85,1100,30
"218067",9,0,2,4,55.72,7429.42,30
"218092",15,0,91,10,4255.53,24106.64,35
"218119",11,2,48,10,1530.38,4773.92,60
"218137",1,0,0,22,0,75000,20
"218144",1,0,6,5,480.83,12355.34,40
"218153",5,1,19,22,501,500,35
"218156",9,0,1,10,1.46,5829.88,57
"218159",10,0,0,22,0,25000,30
"218161",9,1,459,10,88826.49,7789.13,31
"218169",7,0,5,22,66,10000,58
"218199",5,0,5,22,62,167000,45
"218206",5,1,101,4,2999.69,2311.6,33
"218208",2,1,83,4,1977.71,1845.56,30
"218231",1,0,3,22,17,750,30
"218233",1,0,7,22,290,1500,49
"218237",14,0,0,10,0,9739.63,60
"218267",11,0,0,22,0,50000,60
"218274",14,0,0,22,0,2e+05,60
"218288",14,0,6,15,434.26,55674.95,30
"218291",6,1,1072,10,108659.51,12939.12,30
"218296",3,0,2,22,11,10000,30
"218312",9,1,128,22,6130.98,1000,45
"218319",14,0,12,22,13716,433000,45
"218337",14,0,4,22,40,50000,60
"218339",15,1,26,22,4000,4000,30
"218343",12,1,25,22,850,300,21
"218353",14,1,87,10,8436.14,4058.18,30
"218372",12,1,57,22,5227,5000,25
"218379",5,0,18,18,676.54,30014.89,28
"218385",11,1,41,22,4455.44,2000,82
"218400",13,1,14,20,308.68,293.42,30
"218404",5,0,44,22,4946,105000,31
"218416",11,1,110,22,8190,8000,30
"218418",7,0,0,22,0,1000,30
"218432",8,1,42,22,8543,6000,28
"218451",13,0,0,22,0,8400,30
"218458",5,0,0,22,0,350,30
"218462",11,3,1,22,50,2500,18
"218474",7,3,4,22,175,30000,57
"218488",6,0,34,22,5687,30000,30
"218496",14,0,1,6,22.19,54370.14,59
"218508",7,1,16,22,530,500,30
"218526",2,0,5,22,27,500,30
"218527",13,3,2,22,46,3000,30
"218537",13,0,9,22,1258,3000,60
"218557",8,1,1578,22,53419.65,850,45
"218591",8,0,0,22,0,2750,30
"218602",9,0,286,22,71077.11,2e+05,46
"218603",6,1,62,22,5101,4400,40
"218606",5,3,13,22,473,39500,60
"218611",3,0,5,22,105,500,30
"218626",8,0,0,22,0,35000,60
"218643",13,1,173,22,8536,8500,45
"218646",7,1,175,22,18680,17500,44
"218650",11,0,8,22,180,830,20
"218652",7,0,1,22,5,6000,5
"218665",11,1,38,22,2170,2000,60
"218675",3,0,3,22,36,500,8
"218696",15,1,21,10,2083.24,1225.43,15
"218701",14,0,5,22,192,44000,24
"218709",11,1,49,22,4405,4000,42
"218715",5,1,98,22,19119,18500,30
"218737",13,0,0,13,0,10173.63,29
"218746",14,0,2,22,600,20000,30
"218761",8,1,34,22,7500,7500,45
"218773",5,1,615,22,29786,10000,29
"218778",11,1,207,22,9368.01,7800,38
"218779",1,2,16,22,1200,6000,60
"218780",1,1,213,22,2733.55,500,30
"218792",7,0,25,22,1621,10000,25
"218803",15,0,7,22,180,3000,30
"218810",11,1,57,6,5175.23,4294.79,30
"218813",13,0,1,22,25,10000,22
"218814",7,0,41,22,2357,10000,27
"218815",12,0,11,22,411,2500,30
"218827",11,1,15,22,1194,600,21
"218835",13,0,1,22,10,3000,42
"218854",9,0,1,22,5,500,30
"218862",11,0,62,22,4190,11600,60
"218877",9,1,520,10,18300.13,6249.51,30
"218879",1,0,9,22,595,3500,24
"218890",9,0,10,22,702,5000,30
"218902",11,1,73,22,3000,2500,40
"218911",15,0,0,22,0,25000,60
"218925",1,0,6,22,180,500,30
"218926",13,1,33,22,2190,1900,8
"218929",1,0,0,22,0,25000,30
"218936",11,0,1,22,20,8000,48
"218943",9,1,626,22,74118,15000,30
"218954",13,0,0,22,0,2e+05,40
"218958",13,1,162,22,8356,8000,60
"218969",6,0,0,22,0,40000,30
"218975",11,1,109,22,10000,10000,40
"218982",7,1,49,22,5260,5000,30
"219007",10,1,136,10,2894.96,1059.28,7
"219026",6,0,0,22,0,200,48
"219038",14,0,15,22,182,2000,30
"219043",14,1,121,22,35015,32000,46
"219045",7,0,131,22,13825,40000,53
"219060",6,1,141,10,20389.18,17144.57,30
"219067",14,0,33,22,5042,105000,46
"219071",13,3,2,22,34,1500,35
"219077",5,1,698,10,56007.64,15844.69,30
"219080",11,0,1,22,10,200,20
"219113",11,1,90,10,9130.03,7420.11,30
"219117",14,0,1,5,30.34,2022510.54,60
"219123",15,1,35,10,3120.27,3118.71,31
"219143",13,0,14,22,317,4000,30
"219173",7,1,137,22,11884,10000,32
"219175",11,1,359,22,42439,20000,33
"219176",7,1,131,2,18632.33,18033.61,30
"219200",13,1,98,22,10371,5000,30
"219201",10,0,4,22,209,4000,73
"219203",10,0,1,18,0.61,60.92,30
"219210",13,0,0,22,0,25000,14
"219215",11,0,2,22,16,4000,25
"219218",14,1,107,4,2669.49,2267.4,30
"219220",1,1,5,22,221,200,30
"219222",1,0,9,22,288,1000,30
"219254",5,0,3,10,70.01,4286.14,30
"219262",14,1,18,10,5010.93,4997.6,28
"219267",7,1,178,22,12440,12000,60
"219287",14,0,0,19,0,52438.38,40
"219293",5,0,21,22,2117,30000,60
"219310",9,0,1,22,25,2500,30
"219328",1,0,22,15,1543.71,16901.98,60
"219346",9,3,20,22,1520,8000,31
"219351",14,1,386,22,13079,5000,21
"219357",14,2,1,21,36.93,753.69,32
"219360",7,0,4,22,202,45000,45
"219369",13,0,2,22,60,700,86
"219396",8,1,114,22,13176,13000,25
"219398",7,0,21,22,267,1000,35
"219402",7,0,13,22,2000,20000,39
"219408",3,0,24,22,1101,12000,30
"219411",3,0,0,22,0,100,60
"219417",5,1,36,22,12836,11900,32
"219420",5,3,32,22,1781,18729,40
"219426",2,1,388,22,26987,10000,35
"219448",14,0,1,22,10,20000,60
"219454",1,0,19,22,1676,3000,30
"219477",8,3,2,22,45,30000,30
"219478",14,0,1,3,57.1,171285.67,45
"219483",12,1,157,22,6275.02,5800,59
"219486",11,1,46,22,3190,3000,54
"219490",7,3,0,2,0,525.49,10
"219499",13,0,11,22,1522,15000,30
"219504",11,1,124,22,6696,5000,21
"219505",2,0,21,22,363,2999,45
"219511",14,0,0,22,0,2900,29
"219519",7,1,174,10,13289.04,12389.27,14
"219526",14,3,1,22,100,69500,30
"219539",15,1,63,22,6628,5800,30
"219543",6,0,1,22,32,500,30
"219551",12,0,2,22,26,10000,30
"219554",7,0,151,22,14611,50000,30
"219574",7,1,260,22,21041,10000,86
"219577",12,3,1,22,25,3500,35
"219585",1,1,28,22,1709,1500,30
"219593",7,0,3,22,10051,1e+05,30
"219609",1,1,8,22,240,100,11
"219618",8,0,5,22,81,5000,25
"219665",11,1,28,22,8650,8000,45
"219678",4,1,44,22,2562,2200,31
"219687",5,3,28,22,825,8000,26
"219694",12,0,7,22,246,2500,30
"219703",14,0,0,22,0,3000,72
"219704",7,1,25,22,570,350,35
"219719",7,0,1,22,25,15000,30
"219723",14,3,6,4,3495.03,58211.74,35
"219730",7,0,3,1,884.73,3529.49,25
"219748",13,0,0,22,0,3500,30
"219763",13,1,61,22,3592,3000,30
"219775",11,1,29,22,1375.1,1000,52
"219789",1,1,16,22,936,500,30
"219796",8,0,4,22,69,25000,60
"219805",15,0,0,22,0,10000,60
"219814",7,1,72,22,9076,8000,30
"219824",1,0,28,22,782,25000,45
"219825",5,1,73,22,10255,10000,60
"219831",9,1,5284,2,236733.33,104406.57,30
"219843",14,0,2,2,81.96,811.49,30
"219854",5,0,18,10,3266.63,141141.05,40
"219857",5,1,755,22,74438,30000,45
"219878",10,1,23,22,1687,1500,30
"219882",10,1,103,22,4217,1000,35
"219913",9,1,563,2,53901.36,45433.89,30
"219938",7,0,1,22,50,5000,30
"219949",14,1,76,4,12551.3,8307.72,45
"219958",12,1,23,22,1012,750,30
"219974",11,1,80,22,3855,3800,60
"219981",5,1,77,22,6513,3250,30
"219982",1,1,106,22,8248.11,8000,30
"219988",5,1,59,22,13494,12500,30
"220002",13,3,0,22,0,3000,30
"220017",11,1,85,22,6611.01,5000,30
"220033",15,1,51,22,11746,9999,29
"220052",11,0,22,22,1715,5000,27
"220069",12,1,643,22,73413,30000,30
"220071",5,0,0,22,0,5000,30
"220074",1,1,103,10,1663.08,324.06,30
"220081",8,0,0,4,0,4313.32,29
"220091",7,0,2,22,25,250,23
"220093",5,3,43,22,5373,10000,30
"220099",5,1,1504,22,110090.11,90000,60
"220103",12,0,1,4,0.85,2961.08,7
"220106",1,3,0,22,0,3400,40
"220124",9,0,22,22,2245,25000,30
"220126",13,1,22,22,1331,500,30
"220139",8,3,0,22,0,8000,30
"220142",11,1,50,22,3421,2900,30
"220144",2,0,25,22,1486,3500,40
"220161",7,0,5,22,37,5000,36
"220172",11,0,6,22,4543.05,5000,34
"220174",14,0,4,22,44,8000,60
"220177",9,0,14,10,338.49,548.16,30
"220186",5,0,38,4,1127.59,13563.61,60
"220187",11,1,63,22,5500,5000,31
"220215",5,0,129,22,9543,40000,34
"220222",6,0,2,22,2,25000,30
"220240",8,0,6,22,260,20000,60
"220252",7,1,138,22,12282.97,12000,30
"220271",11,1,71,22,8355,8000,30
"220277",8,1,136,22,28254.77,20000,30
"220308",15,1,42,22,3258,3200,46
"220313",6,1,35,22,6536,5000,30
"220314",1,3,0,22,0,125000,55
"220319",13,3,0,22,0,1000,30
"220343",7,0,0,22,0,20000,40
"220347",11,0,2,22,120,35000,90
"220353",14,0,2,22,2,15000,30
"220391",11,0,0,22,0,2000,19
"220409",12,1,29,22,1692.05,1550,31
"220423",6,1,173,22,25023,25000,38
"220429",9,3,76,22,4151.52,18000,35
"220436",7,1,67,10,10943.38,9332.71,27
"220456",7,1,90,22,16287,15000,45
"220463",8,1,46,22,10340,10000,30
"220469",11,1,180,22,20060.11,20000,33
"220476",7,0,0,22,0,3750,20
"220501",9,3,0,6,0,2186.01,30
"220502",9,0,1,9,1.09,97982.65,27
"220520",8,0,38,22,1106,68000,40
"220524",1,3,2,22,100,3000,60
"220530",1,1,3,22,5,1,12
"220539",7,0,3,22,60,20000,48
"220570",1,1,137,22,12450.57,10000,58
"220577",1,0,9,10,321.22,30886.12,30
"220588",14,3,0,22,0,35000,30
"220590",7,1,77,10,7937.38,7820.08,22
"220597",12,1,25,22,1160.75,500,90
"220604",11,0,59,22,5406,10000,30
"220644",9,1,151,22,1360,500,45
"220645",14,1,90,22,7755,7500,30
"220652",7,0,0,22,0,485000,30
"220669",1,0,3,22,50,150000,59
"220696",8,0,4,22,110,1000,60
"220704",6,1,21,10,467.2,459.54,40
"220715",8,0,6,22,161,7000,45
"220721",7,0,0,10,0,63653.72,28
"220745",14,0,0,13,0,16921.43,35
"220752",13,0,0,22,0,2500,24
"220757",5,0,16,9,1892.3,80182.17,55
"220761",12,0,2,20,69.54,927.18,44
"220803",14,1,19,22,856,550,30
"220816",2,0,7,22,445,15000,40
"220818",15,0,5,22,80,40000,38
"220833",13,1,15,22,580,500,30
"220851",5,0,4,4,938.96,116786.05,60
"220853",13,0,2,22,50,10000,30
"220855",11,1,43,16,3831.78,3717.08,32
"220873",11,1,114,22,4285,3500,21
"220880",7,0,8,10,159.88,4321.09,33
"220886",13,1,45,22,6269,5000,30
"220889",9,1,1227,22,47527,25000,29
"220918",7,1,165,22,13050.5,5500,36
"220931",12,0,1,10,16.8,1680.42,30
"220943",11,0,1,22,10,10000,60
"220944",8,0,16,22,3343,24795,28
"220959",11,0,0,22,0,10000,59
"220981",5,1,82,17,11417.39,11380.97,30
"220983",5,0,18,22,578,6250,25
"220999",7,1,588,22,33046,28000,30
"221010",5,1,223,10,26668.87,16511.19,60
"221011",11,1,16,22,850,800,30
"221018",9,0,25,22,526,5500,35
"221021",7,1,158,22,31644,30000,45
"221022",11,3,8,22,210,15000,30
"221023",14,1,527,22,12939,10000,15
"221030",11,1,63,22,2032,2000,57
"221039",11,0,0,10,0,1603.41,25
"221040",12,0,2,22,2,7500,42
"221053",14,3,0,4,0,26977.03,30
"221070",2,1,46,22,2465,2200,32
"221082",9,1,9,22,201,50,15
"221109",11,0,0,22,0,7316000,60
"221113",13,0,6,22,29,855,32
"221133",11,1,37,22,6235,5000,30
"221139",7,0,9,22,389,3500,31
"221147",7,3,0,22,0,350000,30
"221150",11,3,1,22,25,1000,6
"221156",9,3,8,22,327,16000,31
"221167",12,1,9,10,1299.19,1299.19,45
"221188",11,0,49,22,2430,5500,30
"221196",7,1,15,22,501,500,30
"221208",9,3,1,2,0.78,136112.62,60
"221265",5,0,9,22,121,5000,30
"221280",14,3,17,22,8967,1e+05,35
"221288",5,0,44,22,6182,22000,30
"221322",11,0,2,22,6,35000,60
"221329",12,0,11,4,1116.55,14213.52,30
"221334",9,0,36,22,1781,15000,36
"221337",11,1,36,22,1111,580,30
"221347",13,0,0,22,0,500,60
"221372",4,0,54,22,3590,6000,81
"221378",9,1,3009,22,106283.85,40000,30
"221387",7,1,46,22,4131.74,4000,23
"221409",14,0,75,13,4294.59,23616.1,30
"221410",7,0,0,22,0,1e+05,30
"221420",5,0,3,22,8,5000,30
"221421",8,0,0,22,0,20000,30
"221427",5,1,32,22,552,250,30
"221428",5,0,55,22,1930,11000,30
"221432",9,0,12,22,575,65000,30
"221439",14,0,0,6,0,10344.53,30
"221440",14,0,191,11,2480.85,12832.19,60
"221446",8,0,4,22,4,70000,60
"221516",7,0,3,22,270,18000,30
"221525",1,0,13,22,1510,3500,30
"221541",7,1,94,10,4399.85,3786.44,32
"221543",11,1,47,4,2069.21,1967.27,30
"221575",11,1,354,22,26162.67,25000,42
"221612",7,3,8,22,1125,54000,30
"221617",7,0,32,22,3353,9500,41
"221618",9,0,2,2,18.7,1870.38,30
"221622",9,1,683,22,48468.12,32000,40
"221635",13,0,1,22,25,600,30
"221663",8,3,0,22,0,15000,45
"221668",8,0,1,22,50,3000,30
"221685",6,1,121,22,10743,10000,40
"221692",14,0,0,22,0,10000,20
"221700",3,0,3,2,63.63,3927.73,30
"221701",13,1,78,22,9045.45,7500,30
"221714",13,1,19,22,2150,2000,30
"221718",5,0,5,19,114.11,19674.71,38
"221738",13,0,7,22,155,22000,30
"221750",8,1,3,22,75,10,30
"221768",8,0,2,22,100,2500,30
"221783",3,0,7,22,168,1200,31
"221804",13,0,6,22,177.43,10000,52
"221815",2,0,12,22,243,6732,26
"221820",13,0,4,22,165,8000,60
"221833",11,1,40,22,2640,2500,15
"221842",1,1,31,22,809,770,14
"221843",11,0,1,22,3.5,2200,30
"221879",5,2,0,22,0,1e+05,30
"221880",7,0,3,4,139.82,2718.66,60
"221882",7,0,0,22,0,60000,29
"221885",14,3,0,22,0,3000,30
"221894",7,0,1,22,20,4000,20
"221903",5,0,2,9,435.55,3908.78,35
"221913",7,0,2,22,2,1000,30
"221919",11,0,1,22,10,1100,60
"221925",11,3,2,22,10,10000,60
"221939",1,1,40,22,1344,950,30
"221968",14,1,487,6,142862.61,82057.79,30
"221981",14,3,25,22,3248,15000,30
"221990",2,0,7,22,335,6000,14
"222001",2,0,3,22,12,35000,60
"222005",6,1,262,22,28125,25000,35
"222020",6,0,4,22,275,50000,60
"222028",11,0,3,22,105,3500,30
"222032",8,1,85,10,27715.74,19612.97,21
"222034",1,1,48,22,6660,5000,60
"222036",13,1,549,22,18343,7000,32
"222083",9,0,4,13,35.56,55564.82,30
"222118",7,0,0,18,0,12645.9,30
"222155",14,0,3,22,232,15000,21
"222171",7,1,22,22,837,750,23
"222172",13,0,0,10,0,486.98,60
"222186",1,0,10,10,228.38,3883.98,23
"222194",9,1,16,4,2068.34,496.4,30
"222196",11,0,0,22,0,4000,30
"222213",5,0,7,22,536,8000,30
"222218",7,3,1,4,376.76,18838.07,60
